,id_proposal,support_votes
1377,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '63')","(0, '13400000000000000000')"
1086,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '63')","(1, '4773310000000000000000')"
96,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '63')","(0, '50000000000000000000000')"
223,"('0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92', '63')","(0, '51799177830514217294741')"
926,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '63')","(0, '50000660557947230960009')"
1723,"('0x8169522c2c57883e8ef80c498aab7820da539806', '63')","(1, '101000024654469732833014')"
873,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '63')","(1, '250000000000000000')"
2078,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '63')","(0, '30000000000000000000')"
927,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '64')","(1, '50000660557947230960009')"
1975,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '64')","(1, '77532819348797380917632')"
155,"('0x0a09cd09b0107bb98a83f211704f036eca94b92e', '64')","(1, '15000000000000000000000')"
1149,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '64')","(1, '100216303630966955501900')"
231,"('0x116c39d55877f5f6cc657e245bb22597f57f4800', '64')","(1, '0')"
2191,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '64')","(1, '321017749691662829139705')"
1378,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '64')","(1, '13400000000000000000')"
874,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '64')","(1, '250000000000000000')"
1252,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '64')","(1, '63306399462058402606729')"
224,"('0x10f87409e405c5e44e581a4c3f2eecf36aaf1f92', '64')","(1, '51781493894816051079685')"
203,"('0x0f8361ef329b43fa48ac66a7cd8f619c517274f1', '64')","(1, '0')"
1778,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '64')","(1, '151540495968490807940')"
891,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '64')","(1, '549589158994249864')"
259,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '64')","(1, '50000000000000000000000')"
1872,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '64')","(1, '327592642331407034')"
2079,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '64')","(1, '30000000000000000000')"
1372,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '64')","(1, '126081461475362430851198')"
1087,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '64')","(1, '4773310000000000000000')"
1894,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '64')","(1, '105025413795370000000000')"
2236,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '64')","(1, '66052340728982230078291')"
2237,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '65')","(1, '66052340728982230078291')"
2192,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '65')","(1, '321017741296900778990997')"
875,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '65')","(1, '250000000000000000')"
1373,"('0x6626593c237f530d15ae9980a95ef938ac15c35c', '65')","(2, '126082429625124603868793')"
1976,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '65')","(1, '77532819348797380917632')"
1088,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '65')","(1, '4773310000000000000000')"
1779,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '65')","(1, '165200123853042630297')"
555,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '65')","(1, '7740979857489818352492')"
892,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '65')","(1, '549589158994249864')"
44,"('0x03f061f6357195dbb545820a6cd9a2ed2b087618', '65')","(1, '25753177807138587148')"
1873,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '65')","(2, '327592642331407034')"
2080,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '66')","(1, '30000000000000000000')"
75,"('0x0666f0efbde4d5043b00ff62a77308af5c6d3f38', '66')","(1, '11050898000000000000')"
928,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '66')","(1, '50000660557947230960009')"
893,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '66')","(1, '549589158994249864')"
97,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '66')","(1, '50000000000000000000000')"
2238,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '66')","(1, '66052340728982230078291')"
1895,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '66')","(1, '105029553795370000000000')"
1874,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '66')","(1, '327592642331407034')"
1977,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '66')","(1, '77532819348797380917632')"
876,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '66')","(1, '250000000000000000')"
960,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '66')","(1, '50004088477038034063777')"
1411,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '66')","(1, '100000000000000000000000')"
1150,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '66')","(1, '100064774681981781074209')"
2193,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '66')","(1, '321024125915553287406987')"
2081,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '67')","(1, '30000000000000000000')"
1896,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '67')","(2, '105029553795370000000000')"
1379,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '67')","(1, '13400000000000000000')"
260,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '67')","(0, '50000000000000000000000')"
1875,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '67')","(2, '327592642331407034')"
1978,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '67')","(2, '77532819348797380917632')"
894,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '67')","(0, '549589158994249864')"
2239,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '67')","(0, '66052340728982230078291')"
156,"('0x0a09cd09b0107bb98a83f211704f036eca94b92e', '67')","(1, '15000000000000000000000')"
2056,"('0x905341c6dc571b616ec79e1f7f5dfb0069b93126', '67')","(1, '4682871502754478827')"
45,"('0x03f061f6357195dbb545820a6cd9a2ed2b087618', '67')","(1, '26013690080089174525')"
682,"('0x34bbc9a46b09283698ba7aa1c273e8b4e9f7bcc3', '67')","(1, '500031109161152147085')"
929,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '67')","(0, '50000660557947230960009')"
1151,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '67')","(1, '100064774681981781074209')"
1780,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '67')","(1, '165200123853042630297')"
556,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '67')","(0, '7740979857489818352492')"
877,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '67')","(1, '250000000000000000')"
637,"('0x30c80c56f439760d4d0fa33ed19822a27e7461bb', '67')","(1, '399182439509669529')"
557,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '68')","(1, '7740979857489818352492')"
930,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '68')","(1, '50000660557947230960009')"
1781,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '68')","(1, '165200123853042630297')"
1876,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '68')","(1, '327592642331407034')"
1897,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '68')","(2, '105029553795370000000000')"
895,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '68')","(1, '549589158994249864')"
878,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '68')","(1, '250000000000000000')"
1380,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '68')","(1, '13400000000000000000')"
261,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '68')","(1, '50000000000000000000000')"
98,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '68')","(1, '50000000000000000000000')"
2194,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '68')","(1, '321176211453729156113157')"
2240,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '68')","(1, '66052340728982230078291')"
1412,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '68')","(1, '100003418800000000000000')"
46,"('0x03f061f6357195dbb545820a6cd9a2ed2b087618', '69')","(1, '26013690080089174525')"
1782,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '69')","(1, '165200123853042630297')"
879,"('0x44c69653fa05b0e7c12488a4441b9368da43aabd', '69')","(1, '250000000000000000')"
896,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '69')","(1, '549589158994249864')"
1898,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '69')","(1, '105029553795370000000000')"
931,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '69')","(1, '50000660557947230960009')"
1979,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '69')","(1, '77532819348797380917632')"
733,"('0x3be394bf4a6320a049354ad55b889d815bc3e156', '69')","(2, '2116790064414020')"
1413,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '69')","(1, '100003418800000000000000')"
1152,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '69')","(1, '100065302543367839652315')"
2241,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '69')","(1, '66052340728982230078291')"
1877,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '69')","(2, '327592642331407034')"
1381,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '69')","(1, '13400000000000000000')"
2082,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '69')","(1, '30000000000000000000')"
932,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '70')","(0, '50002637557947230960009')"
897,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '70')","(0, '549589158994249864')"
2242,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '70')","(0, '66052340728982230078291')"
1899,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '70')","(1, '105029553795370000000000')"
157,"('0x0a09cd09b0107bb98a83f211704f036eca94b92e', '70')","(1, '15000000000000000000000')"
1783,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '70')","(1, '165200123853042630297')"
1878,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '70')","(0, '327592642331407034')"
1382,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '70')","(0, '13400000000000000000')"
99,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '70')","(0, '50000000000000000000000')"
558,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '70')","(0, '7740979857489818352492')"
1414,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '70')","(2, '100003418800000000000000')"
2243,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '71')","(1, '66052340728982230078291')"
898,"('0x45041ce9f1f3a8a3c434bb0aed242064e6023424', '71')","(1, '549589158994249864')"
100,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '71')","(1, '50000000000000000000000')"
1415,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '71')","(1, '100003418800000000000000')"
1879,"('0x88b3ba151576e108c05bf43c0316864392e51d42', '71')","(2, '327592642331407034')"
1784,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '71')","(1, '165200123853042630297')"
933,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '71')","(1, '50002637557947230960009')"
2195,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '71')","(1, '256024262089029014396818')"
2064,"('0x90eb355a85ea5324529224945bb55f1960da1b47', '71')","(1, '303187088407392822')"
1383,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '71')","(1, '13400000000000000000')"
1980,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '71')","(1, '77532819348797380917632')"
1416,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '72')","(1, '100003418800000000000000')"
1785,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '72')","(1, '165200123853042630297')"
1900,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '72')","(1, '105029553795370000000000')"
2196,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '72')","(1, '321024262089029014396818')"
1153,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '72')","(1, '100064817281534110083870')"
1253,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '72')","(1, '63306399462058402606729')"
101,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '73')","(1, '50000000000000000000000')"
1981,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '73')","(1, '77532819348797380917632')"
2244,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '73')","(1, '66052340728982230078291')"
934,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '73')","(1, '50002637557947230960009')"
1510,"('0x71e2fb38c2b9040d0014a629662b3c2b35f10d9a', '73')","(1, '4626738782242419288')"
1417,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '73')","(1, '100003418800000000000000')"
559,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '73')","(0, '7740979857489818352492')"
1786,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '73')","(1, '165200123853042630297')"
1724,"('0x8169522c2c57883e8ef80c498aab7820da539806', '73')","(0, '101000024654469732833014')"
2083,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '73')","(1, '30000000000000000000')"
1713,"('0x80855f07d264c5a4803ae33fde8c47a57f4c38bd', '73')","(1, '341534038180605342236')"
1384,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '73')","(1, '13400000000000000000')"
1089,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '74')","(1, '4773310000000000000000')"
1982,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '74')","(1, '77532819348797380917632')"
2084,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '74')","(1, '30000000000000000000')"
1154,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '74')","(1, '100064817281534110083870')"
1725,"('0x8169522c2c57883e8ef80c498aab7820da539806', '74')","(1, '101000024654469732833014')"
1418,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '74')","(1, '100003418800000000000000')"
961,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '74')","(1, '50004088477038034063777')"
1787,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '74')","(1, '165200123853042630297')"
102,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '74')","(1, '50000000000000000000000')"
1855,"('0x8847ebaaf29a18396e49191602f8d8d141b98aa7', '74')","(1, '0')"
2197,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '74')","(1, '321024275389029014396818')"
1788,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '75')","(0, '165200123853042630297')"
1385,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '75')","(0, '13400000000000000000')"
2245,"('0x9b68c14e936104e9a7a24c712beecdc220002984', '76')","(1, '11052340728982230078291')"
1461,"('0x6c51a5ef1b6736b63c965b3057ae5c5b50de76d3', '76')","(1, '0')"
1556,"('0x7641cbd09e337d4baf3037e55215a33bfe98b609', '76')","(1, '2863820000000000000000')"
935,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '76')","(1, '50002637557947230960009')"
1090,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '76')","(1, '4773310000000000000000')"
1309,"('0x61258f12c459984f32b83c86a6cc10aa339396de', '76')","(1, '256761460711215244205974')"
1254,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '76')","(1, '63306399462058402606729')"
103,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '76')","(1, '50000000000000000000000')"
1726,"('0x8169522c2c57883e8ef80c498aab7820da539806', '76')","(1, '101000024654469732833014')"
2311,"('0xa118af6cf3416bc36fb0e45a6d3dc9d814fce5db', '76')","(1, '32951880000000000000000')"
2059,"('0x905cc474c34d43f39e740157e94f90b59d19e25a', '76')","(1, '5000000000000000000000')"
767,"('0x3e410f7167e7855b26d41de170c6d2457c35c049', '76')","(1, '66000000000000000000000')"
1386,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '76')","(0, '13400000000000000000')"
2198,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '76')","(1, '321024275389029014396818')"
1789,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '76')","(1, '165200123853042630297')"
2287,"('0x9ff5a9ec05aeba00591508918abf01917efcbffa', '77')","(1, '0')"
1790,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '77')","(0, '165200123853042630297')"
1155,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '77')","(1, '100064817281534110083870')"
560,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '77')","(1, '7550979857489818352492')"
1387,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '77')","(0, '13400000000000000000')"
962,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '77')","(1, '50004088477038034063777')"
1791,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '78')","(1, '200123853042630297')"
1419,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '78')","(1, '100003418800000000000000')"
104,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '78')","(1, '50000000000000000000000')"
1646,"('0x7bf660f3e287d2a05f46b72ae69a048f3781db90', '78')","(1, '0')"
1388,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '79')","(1, '13400000000000000000')"
561,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '79')","(1, '7550979857489818352492')"
1983,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '79')","(1, '70014383254833468741034')"
936,"('0x458ceec48586a85fcfeb4a179706656ee321730e', '79')","(1, '50002637557947230960009')"
1984,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '80')","(0, '70014383254833468741034')"
1420,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '81')","(1, '100003418800000000000000')"
1189,"('0x5681ff2150b6e39e00d972598fdb8a19d761f506', '81')","(1, '0')"
1156,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '82')","(1, '100081897895182627862045')"
1901,"('0x88fb3d509fc49b515bfeb04e23f53ba339563981', '82')","(1, '105029553795370000000000')"
1389,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '82')","(1, '13400000000000000000')"
2199,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '82')","(1, '321395640783893000635090')"
1624,"('0x7ae109a63ff4dc852e063a673b40bed85d22e585', '82')","(1, '50001977000000000000000')"
1647,"('0x7bf660f3e287d2a05f46b72ae69a048f3781db90', '82')","(1, '1000000000000000000')"
562,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '82')","(1, '7550979857489818352492')"
1985,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '82')","(1, '70014383254833468741034')"
105,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '82')","(1, '50000000000000000000000')"
1255,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '82')","(1, '63306399462058402606729')"
1119,"('0x53e2914c552554ac05bffa4c4b23b17751a9fdf1', '83')","(1, '10654625287085343930')"
1107,"('0x535b3ddd9939056cb6d74d1253ae1a4adf5d723a', '83')","(1, '50000000000000000000000')"
973,"('0x48ef3de608ab2304dbb0c4497d266f3bf5506e7b', '83')","(1, '0')"
262,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '83')","(1, '50000000000000000000000')"
1091,"('0x5274b3bebc974f3cf661efe149bf4c6f4cdc59d2', '83')","(1, '4773310000000000000000')"
2085,"('0x91400be76b7171cf932ae252390d2b60e2c73013', '83')","(1, '30000000000000000000')"
1256,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '83')","(1, '48306399462058402606729')"
1986,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '83')","(1, '70014383254833468741034')"
1564,"('0x767f946f97f108a10b11d4827eb52e76b2caba77', '83')","(1, '18750000000000000000')"
1792,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '83')","(1, '11500471444371433923')"
106,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '83')","(1, '50000000000000000000000')"
1625,"('0x7ae109a63ff4dc852e063a673b40bed85d22e585', '83')","(1, '50001977000000000000000')"
158,"('0x0a09cd09b0107bb98a83f211704f036eca94b92e', '83')","(1, '15000000000000000000000')"
1421,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '83')","(1, '100003418800000000000000')"
2200,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '83')","(1, '321436759407363480853695')"
1626,"('0x7ae109a63ff4dc852e063a673b40bed85d22e585', '84')","(0, '50001977000000000000000')"
1120,"('0x53e2914c552554ac05bffa4c4b23b17751a9fdf1', '84')","(0, '10654625287085343930')"
563,"('0x2b384212edc04ae8bb41738d05ba20e33277bf33', '84')","(0, '20051979857489818352492')"
676,"('0x347120f6d2e3142caced44ad008708d80a4f9420', '84')","(0, '50000000000000000000000')"
263,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '84')","(0, '50000000000000000000000')"
1987,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '84')","(0, '70014383254833468741034')"
1410,"('0x683a42e5b414ae5cf79ece7e369ca5937fdcdc11', '84')","(0, '495487998446398213861')"
531,"('0x29f387ade2a5ae3c93defd52f2a5fa535cab666e', '84')","(0, '50000000000000000000000')"
1157,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '84')","(0, '87580897895182627862045')"
1793,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '84')","(0, '11500471444371433923')"
1390,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '84')","(0, '13400000000000000000')"
2201,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '84')","(0, '321436759407363480853695')"
107,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '84')","(0, '50000000000000000000000')"
108,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '85')","(1, '50000000000000000000000')"
963,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '85')","(1, '50004088477038034063777')"
677,"('0x347120f6d2e3142caced44ad008708d80a4f9420', '85')","(1, '50000000000000000000000')"
1422,"('0x683a4f9915d6216f73d6df50151725036bd26c02', '85')","(1, '100003418800000000000000')"
1391,"('0x66cd62c6f8a4bb0cd8720488bcbd1a6221b765f9', '85')","(1, '13400000000000000000')"
1794,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '85')","(1, '11500471444371433923')"
1988,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '85')","(1, '70014383254833468741034')"
1257,"('0x5bc928bf0dab1e4a2ddd9e347b0f22e88026d76c', '85')","(1, '48306399462058402606729')"
1158,"('0x54a37d93e57c5da659f508069cf65a381b61e189', '85')","(1, '87580897895182627862045')"
459,"('0x21b35bbf228db1ae3fe405f5efd55e162d2cc13f', '85')","(1, '0')"
532,"('0x29f387ade2a5ae3c93defd52f2a5fa535cab666e', '85')","(1, '50000000000000000000000')"
1627,"('0x7ae109a63ff4dc852e063a673b40bed85d22e585', '85')","(1, '50001977000000000000000')"
1121,"('0x53e2914c552554ac05bffa4c4b23b17751a9fdf1', '85')","(1, '10654625287085343930')"
794,"('0x408f7293b95e1a0a367a94ffb46ffc7dad86eec7', '86')","(1, '0')"
1266,"('0x5cb5587377141ab761be831493494912e619a3a9', '86')","(1, '0')"
858,"('0x44bddeda2fa984115368406cbfffe57b226989cc', '86')","(1, '0')"
23,"('0x01e9c4f4d8318e2a0a2c4eb09dffee95bce8dde0', '86')","(1, '0')"
193,"('0x0ef8ef43f20a27f096b420e4a5f59241470545fd', '86')","(1, '0')"
774,"('0x3ecfba75d5a113241ec899888319a9e1e456ee9a', '86')","(1, '14242960000000000')"
1037,"('0x4fa4167b3c94a80416bbc768fb919bf3ace9f8c2', '86')","(1, '0')"
659,"('0x33379bcaa7a60f0dbb79e8db6f546076776a8360', '86')","(1, '0')"
1989,"('0x8d07d225a769b7af3a923481e1fdf49180e6a265', '86')","(2, '70014383254833468741034')"
207,"('0x0feccdffea0a8ec5f37a9b0343b72f2639ba302b', '86')","(1, '0')"
490,"('0x2717d1a84fd2b23124e00db9e4d606f69b912f05', '86')","(1, '0')"
743,"('0x3cbf036d6c709fd723d3bcc0b4123c603260fdde', '86')","(1, '2220000000000000')"
1607,"('0x7a67928bb379974768668d50ab991eefb5f08c0e', '86')","(1, '0')"
1944,"('0x8ba84fba84bc400ff6499c15867d3c2a1e4c9ae0', '86')","(1, '0')"
1795,"('0x84e39a52d7f3f8fb63723782653d4cf71c465a95', '86')","(0, '11500471444371433923')"
2202,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '86')","(0, '321445951018527344971328')"
1033,"('0x4f04eb54f9bb68e7793ef24c8b51e18d3b0c8df1', '86')","(1, '0')"
168,"('0x0ce152623649e9b8f514ba0cb530f035b7552c35', '86')","(1, '0')"
343,"('0x19828fe74240794221d47be0fa39f3e6ef35be90', '86')","(1, '0')"
393,"('0x1caa64fa383343238ff3f049b53771cc3db61094', '86')","(1, '0')"
264,"('0x13bdae8c5f0fc40231f0e6a4ad70196f59138548', '86')","(1, '50000000000000000000000')"
1570,"('0x7766e3c690f913bf959a05978edde664bc899bf8', '86')","(1, '0')"
1524,"('0x7302c7e150ae4d035cf9e71f09580d59ce61fa54', '86')","(1, '0')"
1638,"('0x7b9a7d69832f353e54d65188473dde2a7789f612', '86')","(1, '10000000000000000')"
789,"('0x402cfba729a640289f60de1382b86bc9f038fe82', '86')","(1, '0')"
1122,"('0x53e2914c552554ac05bffa4c4b23b17751a9fdf1', '86')","(1, '10654625287085343930')"
1284,"('0x5e5557eef3d27d9710004a92f9aca072acf89c10', '86')","(1, '0')"
810,"('0x410234d81738bc67f21ed18045a345bae0a39e0e', '86')","(1, '96493180000000000')"
1350,"('0x657a62d9ed8dcb6e4fa04d9709242cef55c643f6', '86')","(1, '0')"
1099,"('0x529da082e11edcc410f99577f6668994b794492b', '86')","(1, '0')"
1628,"('0x7ae109a63ff4dc852e063a673b40bed85d22e585', '87')","(1, '50001977000000000000000')"
194,"('0x0ef8ef43f20a27f096b420e4a5f59241470545fd', '87')","(1, '0')"
964,"('0x47c125dee6898b6cb2379bcbafc823ff3f614770', '87')","(1, '50004088477038034063777')"
1561,"('0x766247820b6183664a0fa8088bafb164063ee679', '87')","(1, '4529500000000000')"
859,"('0x44bddeda2fa984115368406cbfffe57b226989cc', '87')","(1, '0')"
1639,"('0x7b9a7d69832f353e54d65188473dde2a7789f612', '87')","(1, '10000000000000000')"
2203,"('0x9aa835bc7b8ce13b9b0c9764a52fbf71ac62ccf1', '87')","(1, '256458147244032152381730')"
1562,"('0x767a60f295aedd958932088f9cd6a4951d8739b6', '87')","(1, '0')"
1571,"('0x7766e3c690f913bf959a05978edde664bc899bf8', '87')","(1, '0')"
