,id_proposal,support_votes
2231,"('0x3c325dfeafac6f08db973e7dfd6e25490ae00af1', '22')","(1, '0')"
659,"('0x13ac0d7bb293163922ca296a0c3fb1b236c815f0', '22')","(1, '10000000000000000')"
169,"('0x04b6ea5a19b8945eddc4a141408ec34c2a55a34e', '22')","(1, '29028695276487534063')"
380,"('0x09833dca7ab636ec7058809876b88046738e2940', '22')","(1, '0')"
105,"('0x03369f6db2e2e77a2ef92b6295d6989cd68b8491', '22')","(1, '4044107588481766193')"
49,"('0x0125e36e0515a84b7a4cacb463829b8dd41bd314', '22')","(1, '0')"
2265,"('0x3d16ae35c77ca5ee990249d5c5f042051c22b753', '22')","(1, '0')"
47,"('0x0121ab155dafc3ff69fbb2e822eb497b073ca15c', '22')","(1, '475000000000000000')"
1906,"('0x33ce1310e0e95bdb74fe3ba755231b0fe1849105', '22')","(1, '820000000000000000')"
39,"('0x00ee80c322d6e956d2629a73223605bbda946f2d', '22')","(1, '1024370817858769087')"
2273,"('0x3d7bb1feae77b2b2d059ffe20df30b52306d784f', '22')","(1, '27551543182771830')"
35,"('0x00de4b13153673bcae2616b67bf822500d325fc3', '22')","(1, '0')"
29,"('0x00b5c12d160887a15679e44db629225cbacf6e8c', '22')","(1, '0')"
21,"('0x005b069c8ef9fd7473798684510e6db6da00484b', '22')","(1, '0')"
765,"('0x1600ff0bb36fefbd533c50ed9712703b00fff3d5', '22')","(1, '1000000000000000000')"
766,"('0x160ab4527971d9b5deb54f92ebd5282a7994380a', '22')","(1, '0')"
4,"('0x0000000813b34008a225de08a6a61835508c71f9', '22')","(1, '5195259868542091825')"
770,"('0x16a4cddc6da8ae5fe52303280e77d0356b3df424', '22')","(1, '0')"
1898,"('0x33a74ed005785a83295d3ebe7e9fee647c3b4246', '22')","(1, '2689964110143276898')"
2,"('0x00000000cf40aa13fa8223f034926a376366bf34', '22')","(1, '0')"
1,"('0x000000005ebfb5a950f8fdf3248e99614a7ff220', '22')","(1, '102000000000000000000')"
775,"('0x16aa252fc8a60187e7f52a2f0f2292914f65caa3', '22')","(1, '12324473884325462719')"
778,"('0x16c60bf865df89412d3fdbcd7cbc53b9dfebcff5', '22')","(1, '0')"
2285,"('0x3d8acf8be3ab5c504eb1c6eb8b43bb3b4d7b1081', '22')","(1, '1200000000000000000')"
54,"('0x014607f2d6477badd9d74bf2c5d6356e29a9b957', '22')","(1, '9275263957141915307')"
690,"('0x1415f4f436ee87cd1e839f281ba248794d33e921', '22')","(1, '6241862168245115560')"
1914,"('0x34186a490ebcd04d5533ab4c65cbe288ee54c64b', '22')","(1, '7899800500000000000')"
734,"('0x1555e818a949df70d3dbcac8f0128c9bd7a25562', '22')","(1, '1100000000000000000')"
100,"('0x03154b9e76b3e6eb27357ccfd638f9ac9085e8b3', '22')","(1, '10000000000000000')"
2241,"('0x3cbda54c6dc2858c44dd35dbdbe83f9f4fd7475a', '22')","(1, '5020000000000000000')"
90,"('0x02d3f72607af14017dfa25006d8daa2522a43866', '22')","(1, '4261495857010358956')"
1937,"('0x34a10fce0293276a43c127ac457ad3e65732c888', '22')","(1, '1590000000000000000')"
83,"('0x0279e4db6596933aab0d7d3a11c74b01fd44e344', '22')","(1, '1080000000000000000')"
698,"('0x144abc35f51f72f76a77ef3c04d9d61715bccd53', '22')","(1, '1002144979300000000')"
614,"('0x12a282d228b306e08aff9a9a98ad45df1822062a', '22')","(1, '1000000000000000000')"
707,"('0x149f119543239d0b102bc60e80d0965232229234', '22')","(1, '500000000000000000')"
75,"('0x02446a7eda8401db1e3ad37060042b14910350f0', '22')","(1, '1150000000000000000')"
74,"('0x0229a3d4fab214ac8ae4fe6a5bb1b7279592ac9d', '22')","(1, '6064778049715659201')"
2252,"('0x3cd5715e4d5ac10696d04f5e8ac358a0402381b9', '22')","(1, '1100000000000000000')"
73,"('0x01f0729390c53a01a6c1afc36c3804cc1c3eaead', '22')","(1, '1100000000000000000')"
72,"('0x01de494230b03989f9a2d8956fdfe5486d712ebf', '22')","(1, '0')"
2257,"('0x3ce51ee9097f787a04a1dd0a24f683caa7471363', '22')","(1, '2399997100000000000')"
64,"('0x0175b32dfc64088fe25f8a4d6291caa7ef5b909d', '22')","(1, '1000000000000000000')"
2259,"('0x3cfc3559e67a6132f6cf81fd9de62409dde95fe9', '22')","(1, '320381507981999417990')"
728,"('0x154300f364a853294101a3002fa13f4b952c80a5', '22')","(1, '150000000000000000')"
732,"('0x1555b33aada7318b09f9bedec86ef312006c4f2d', '22')","(1, '10000000000000000000')"
59,"('0x015566197d36a8272e5d6aededf075ae9eb041e2', '22')","(1, '1000000000000000000')"
737,"('0x158105d8d1b520ff56d698ed2440103fc576837d', '22')","(1, '7784376892154363453')"
2209,"('0x3b87180a27490d871048127443c28e1c87d10389', '22')","(1, '1100000000000000000')"
200,"('0x0586fcc2d0d400596ff326f30debaa3a79e33c25', '22')","(1, '100000000000000000')"
186,"('0x0516cf37b67235e07af38ad8e388d0e68089b0f2', '22')","(1, '100000000000000000')"
2073,"('0x38d30fc6e92d035bf0b7eb220cdf2f3d09b6828c', '22')","(1, '0')"
351,"('0x085ed975a8b6b860de3c2b871da60a3f9f48a5b8', '22')","(1, '0')"
447,"('0x0b844de0132c9c5d780379d0201ba3edf6538754', '22')","(1, '0')"
348,"('0x084c042b15ac1b3074652dcc9388560e6391fd23', '22')","(1, '500000000000000000')"
346,"('0x08412f929705695c90fabbe94cb451dab1ff0918', '22')","(1, '47090000000000000000')"
342,"('0x083c7513ec5f6b3c65f3e6e02cf91b20e2e2a06c', '22')","(1, '512000000000000000')"
455,"('0x0c64cc2d2ae1ff58bb0362fa1b89874cff9e9204', '22')","(1, '1100000000000000000')"
462,"('0x0d04e659dd0dc17e9c8e475a1644e2408a2dc2d2', '22')","(1, '1000000000000000000')"
2074,"('0x38f48ba63ce9d4c9f38b92c528297dfae38557c2', '22')","(1, '0')"
341,"('0x083a6763d2ae5d4938c8dbba767dbfea6135c4f5', '22')","(1, '7164734393933991574')"
473,"('0x0d6e5baa9169dcc08080575e978365cb75e05702', '22')","(1, '10000000000000000')"
2053,"('0x37c99c0bd9149a9cd5a3c7c150c604d896786945', '22')","(1, '0')"
490,"('0x0de92626498717585f06e5bf5b85a7a88872f5b3', '22')","(1, '1131846135133760629')"
2136,"('0x39fbd0f137740f9f2878048941d3f4737fd197a3', '22')","(1, '556062133023138258658')"
315,"('0x074079e5014fa347ca574e20ff88c8a4c6391c00', '22')","(1, '270000000000000000')"
312,"('0x070afa94b6cd84bcb4309c857f5a94c73db07131', '22')","(1, '0')"
305,"('0x070341aa5ed571f0fb2c4a5641409b1a46b4961b', '22')","(1, '3000000000000000000000000')"
500,"('0x0e33c24c3b211754ddde04df270ac12c2e984e6d', '22')","(1, '867794060000000000')"
335,"('0x080a75c96bf646cd9f78aaf8c9869a510e9c68bb', '22')","(1, '1000000000000000000')"
2121,"('0x39c4f6943b465a3d8c58cb83fb442f6db3dc9bdc', '22')","(1, '2200000000000000000')"
2120,"('0x39c487e2e90638e5b6b87cae88ca581a9c102b4d', '22')","(1, '1300000000000000000')"
419,"('0x0aee7893ca0387cfab680e402f325e995712fff4', '22')","(1, '7655104458595281284')"
382,"('0x09a34919d30ce71517b12058963949d490b19955', '22')","(1, '1000000000000000000')"
386,"('0x09c2bc4f430325b5370f858759950d486a3ac059', '22')","(1, '1030000000000000000')"
388,"('0x09dcb7236ca7899a2c3bf80f7c4e257e73f6dd9b', '22')","(1, '10000700000000000000')"
2097,"('0x395f23d33e981d6e1b5930571955c7358b3a14e8', '22')","(1, '2000000000000000000')"
374,"('0x09737eec05ab50fd2d7f8411c6eeaf51dc6706e8', '22')","(1, '1200000000000000000000')"
371,"('0x094dc639f0c47b6eca92936e142ecea207b963e4', '22')","(1, '2001547010769846604')"
399,"('0x0a4f02a0092161645cec1c77c81120c0d42a60cb', '22')","(1, '0')"
2089,"('0x3948422f8998189c64928d5468a49ae63ce7e3d6', '22')","(1, '1020000000000000000')"
2112,"('0x397ac9aa39e3b76e3a10de427a79131524e6339e', '22')","(1, '1000000000000000000')"
2114,"('0x397eb57696b2ee00b667d9acdac8b7e85c568533', '22')","(1, '1000000000000000000')"
362,"('0x08ab30facb3ef439589f25e85496428f1fb5b077', '22')","(1, '10500000000000000000')"
400,"('0x0a771437ee59dcd30429dda71a1a011db8957bd1', '22')","(1, '164483970000000000000')"
402,"('0x0a854073a79b13254164de2bea19e91add4b27ac', '22')","(1, '1100000000000000000')"
2118,"('0x39bf7ccf1819faf301c2f0b0d1db3df6f32902a2', '22')","(1, '3769942381381051150')"
406,"('0x0aa3dceb1e65b8f7d3a58bed68054b1c81585002', '22')","(1, '2039490590000000000')"
408,"('0x0abcb6f2e8f701023aeabc2ceb3a0ddae82f7ad6', '22')","(1, '100000000000000000')"
414,"('0x0ae529ba7126862e68ddf65788fcb9a37e7d8130', '22')","(1, '0')"
1890,"('0x3383fce9da41bcd93aafa8bb74c729ac8f2394d2', '22')","(1, '1100000000000000000')"
2078,"('0x391985fdf0f28de092027d52763621221684cadf', '22')","(1, '16328923590000000000')"
2041,"('0x3764c0dbfc05917d9509f965b31f9b5ad1fca77b', '22')","(1, '1000000000000000000')"
503,"('0x0e4cb981aa087847ef0c9f0c0989d884a86d04c3', '22')","(1, '1020000000000000000')"
301,"('0x06fb028ba0cb89f9b9049a066e784fd3b8662030', '22')","(1, '10160000000000000000')"
506,"('0x0e969f847f8f2dff9f6892fe834be92a1cc96f7a', '22')","(1, '0')"
567,"('0x1111115195b95dd899e06952e6a26bfc901d8974', '22')","(1, '545405530000000000')"
571,"('0x1147c4786ea502eb90dd034398964f06ea806f47', '22')","(1, '1200000000000000000')"
2005,"('0x366e58737164430af4aed2856840be9bb148bdc7', '22')","(1, '1942959887271445765')"
573,"('0x11573bc2152e215ed3071d7668084518cbbed215', '22')","(1, '0')"
2002,"('0x365a9a61191f249ba4f0d21263852da78d6fad7c', '22')","(1, '0')"
203,"('0x05a107ae64cf029086ee996d2599f09cc4f2274e', '22')","(1, '0')"
575,"('0x119383b0051e920d6161cee971247d625b8d69cb', '22')","(1, '0')"
197,"('0x0586cc847c82397c443992facdc8cae0dba46956', '22')","(1, '10000000000000000')"
1999,"('0x363abd787ffbb039a51716b756eceb46881788a8', '22')","(1, '1000000000000000039')"
1998,"('0x362d32fad78f85ba45f5c3c20fb5c1bed5820a22', '22')","(1, '0')"
1997,"('0x362bd1b647cd433733c93d9d27511175f8e6443f', '22')","(1, '0')"
2200,"('0x3b567b66edc34ff54ef43d0512b05ad1f15057a1', '22')","(1, '0')"
580,"('0x119a98c8f6b1d49d07cef5c2be6c52cbcbab1498', '22')","(1, '0')"
2201,"('0x3b59e42d9f33906ff58813f9bb8be58b185d22f2', '22')","(1, '10540275635755360410')"
188,"('0x052705855fda32cac7062b721aaa3d968c944641', '22')","(1, '475000000000000000')"
581,"('0x11a6797a5274344568cfc7a425c4d91079813e90', '22')","(1, '1000000000000000000')"
586,"('0x11c51cadbcadd3b6119aefaa6dd2cb6a2f55eb90', '22')","(1, '1679997820000000000')"
599,"('0x11f2881cb02de64192a4e871d60b3cfcb529b102', '22')","(1, '15000000000000000000')"
1984,"('0x35c3f825186fdfd706fbfbfe2aaf4e088cc40c92', '22')","(1, '1000000000000000000')"
208,"('0x05ac3d28434804ec02ed9472490fc42d7e9e646d', '22')","(1, '24043383953376805000')"
181,"('0x04fda72d3a0dbbfa6793a604cedb5e5631750df2', '22')","(1, '1100000000000000000')"
565,"('0x1111111648cca5d28dc85e0b0b04b735491fd9ad', '22')","(1, '100000000000000000')"
556,"('0x10865b0acb89cce3850d217f22cd98946cf3605c', '22')","(1, '100000000000000000')"
508,"('0x0e9f9f91f2d516ef54a5a78ce5ad0e2b3f0fa4a6', '22')","(1, '0')"
2035,"('0x373be74324aff93be17fce300173aaebb999e7ba', '22')","(1, '1030000000000000000')"
2155,"('0x3a79595dcda4727b4685f79e2f178bdc02848050', '22')","(1, '100000000000000000')"
290,"('0x06d74a139d0181056baae5bb64db44e15e74ccbd', '22')","(1, '0')"
2159,"('0x3aa6605d87f611e43ad0a64740d6bef9b80fcd2c', '22')","(1, '503864478669201595')"
281,"('0x06c4865ab16c9c760622f19a313a2e637e2e66a2', '22')","(1, '1000000000000000000')"
276,"('0x06a6f99b87707e0965c3896280df48e7c99a7562', '22')","(1, '475000000000000000')"
271,"('0x068db2a4655158bc61e6147c0015bd2c63b4cf08', '22')","(1, '10000000000000000')"
239,"('0x064a768bb4e79f22ba0dcb3c5d2421ae32d51003', '22')","(1, '1010000000000000000')"
528,"('0x0f7e46d4a4397d06d43567c9f161ec2bba57cf8e', '22')","(1, '10090000000000000000')"
236,"('0x064145c2668c0c06df9a4d9878fdb8682f00eb69', '22')","(1, '3310065090876836506')"
537,"('0x0fd9e5a9b202c017c4f59072100fa4cf9404ee38', '22')","(1, '0')"
2176,"('0x3adfcfe5d6322fd621eafdd1a5ac2fd670f0b72b', '22')","(1, '1050000000000000000')"
544,"('0x101aff216865f56e7653b2a0c6f714980606f072', '22')","(1, '2200000000000000000')"
2179,"('0x3ae5f59d8813315e17eb3f2bec21c0e935cf0808', '22')","(1, '5554240456866470698')"
219,"('0x0608ea05f2272bd4da79a8d8262ce9e3dfa5e3fa', '22')","(1, '2100000000000000000')"
549,"('0x1043a873b4d7dda04bd63f0b35cd94c4da60fa20', '22')","(1, '475000000000000000')"
215,"('0x05dcaa0657a159291bdd5b4e2f0514df4fbc9fbf', '22')","(1, '0')"
2186,"('0x3aef95f310b1b6023ebd1d3b77fcbc4e285387db', '22')","(1, '1100000000000000000')"
559,"('0x109028ec6f566402a921de2785636d246d0c1a0c', '22')","(1, '0')"
415,"('0x0aeaa55e87525efcb18e8b2c0e41e0153c0e3516', '22')","(1, '814191552384342011362')"
1499,"('0x2932f6f3e0b803764a5db5c75eed3fa5ab0de2cf', '22')","(1, '1000000000000000000')"
1170,"('0x20de50deb09655be2fc5823974af65800c9e59b5', '22')","(1, '0')"
1756,"('0x2fae5777d3f82bfb935bcbc49db3b815302f6891', '22')","(1, '2000000000000000000')"
1368,"('0x25e7ac67a022601a506483656ae6898af9846815', '22')","(1, '7157610633651879015')"
1579,"('0x2abe17573eecffa13cc2ae7d6911028e07339ad9', '22')","(1, '1200000000000000000')"
1749,"('0x2f950d106a9d581c9bfa299b3d6fa19d3f767715', '22')","(1, '0')"
1085,"('0x1dd7c29dba3cfc8cd64220f7331e214a791a5989', '22')","(1, '1000000000000000000')"
1087,"('0x1dfe2514cf65ebc27dfa99e1298104edf14be499', '22')","(1, '1000000000000000000')"
1367,"('0x25cb6de9aeffbee522d63a6decacecbba86d2222', '22')","(1, '0')"
1738,"('0x2f1f1339481746683c47e8713949e6744e7ef8cc', '22')","(1, '2200000000000000000')"
1101,"('0x1e5af7b64cecd78f0141450e942f19b1935c495e', '22')","(1, '1000000000000000000')"
1731,"('0x2f0aaa56d5025ae8348aac27be32683c7ca616ec', '22')","(1, '150000000000000000')"
1106,"('0x1ecf5387e99375d8f263003533c9bf7104752ff4', '22')","(1, '1100000000000000000')"
1586,"('0x2ad4185f219165fb3d4e4633fab9c0cd33b5ef0c', '22')","(1, '0')"
1359,"('0x25ad2667b19e866109c1a93102b816730a6aec3f', '22')","(1, '3247492959357206909')"
1347,"('0x2507487cfcdb7501856909432b14b6db4c512da3', '22')","(1, '100000000000000000')"
1113,"('0x1f2c2c56a3c42268f911df4d8da0148938cc97f8', '22')","(1, '0')"
1345,"('0x24ef3d9be267a785dcd26814890a79330d6e41fc', '22')","(1, '0')"
1720,"('0x2e75173fd613467a6537bf1ef16e333ec995d8c3', '22')","(1, '0')"
1596,"('0x2b1ad6184a6b0fac06bd225ed37c2abc04415ff4', '22')","(1, '15000027458303739872122811')"
1122,"('0x1f5e9701091b54457b573f9b9720f87b3fbc97c4', '22')","(1, '1200000000000000000')"
1373,"('0x26463f18fa1f6d850542b13376edc152ca8e970d', '22')","(1, '2000000000000000000')"
1069,"('0x1d90a311499e705d2b0f46f33c496275ba0d4386', '22')","(1, '1032928584958103003')"
1067,"('0x1d8775623df5469116ece78b55a97bce8424b899', '22')","(1, '11034999866412527685')"
1760,"('0x2fc3fd7c06adfc48736122ea33820038cc16dcdb', '22')","(1, '3104853944265640021')"
976,"('0x1b5b4fcedf1252cd92496a2fd5c593b39ac49b01', '22')","(1, '100000000000000000')"
1402,"('0x2717c9bb0a00bc15939aa94eb732d163471688a1', '22')","(1, '107096350000000000')"
989,"('0x1b9da462d07512fa37021973d853b59debb761dd', '22')","(1, '0')"
997,"('0x1ba1ff69f03d38af7ef40e3afdc53ad073eb4642', '22')","(1, '10026930622105120648')"
1787,"('0x3083d29102f5447a00cde3c3b28b39650cd131ef', '22')","(1, '10000000000000000')"
1006,"('0x1bac87b9b9c9c7463cee1d0e6b40782bc7366933', '22')","(1, '1200000000000000000')"
1396,"('0x26f807397390e6d91b940215fa71647f3c4d4395', '22')","(1, '100000000000000000')"
1017,"('0x1c368801a0dd6b4c6a158bc9647e2903ba6265da', '22')","(1, '0')"
1778,"('0x3066856ed81b4f9c9c83f756c5a28c76bd8ef4a3', '22')","(1, '1020000000000000000')"
1340,"('0x24d4f4801e6ef94d9bd8cf60734ab3adf8542788', '22')","(1, '1000000000000000000')"
1777,"('0x3062fb23e377cce5a3b3ebee773829b59a658373', '22')","(1, '0')"
1028,"('0x1c7fa21b62b6a10ff7e2d276d1dbb4f5533c1b40', '22')","(1, '0')"
1029,"('0x1cb65c130b3642028e0a08a1f7e13a5b3da91110', '22')","(1, '0')"
1030,"('0x1ccb144b700ec726d37db38c617e154de6d9c0d0', '22')","(1, '10045539665156516682')"
1390,"('0x26b86cccfc0a1a3aa72d47be6b0c069488aeddf1', '22')","(1, '0')"
1053,"('0x1d5e033ae2aa830bf7621c6349e0a00e3e071402', '22')","(1, '26200000000000000')"
1638,"('0x2c299d42a05aaaae0fa6b55eb1c89bdba774af8d', '22')","(1, '1120000000000000000')"
1387,"('0x26b14fddc9cecb3becdfb2f63bc464b6e3c4f3c0', '22')","(1, '475000000000000000')"
1763,"('0x2feba4db747d6897b8cd8c496a00c1a6daa8a8de', '22')","(1, '0')"
1761,"('0x2fd6f9a75f09369019e82bc8301fd2a789dc9723', '22')","(1, '9227420440583939433')"
1776,"('0x3053c11e2311ec24464751204a78a25844cca847', '22')","(1, '10000000000000000000')"
1404,"('0x271fb723dd5b980550f94f388d581cf304645c41', '22')","(1, '10000000000000000000')"
1712,"('0x2e39afcd3cd5e9430000492bd9ec8571c600c963', '22')","(1, '560000000000000000')"
1603,"('0x2b33218903b6e6c530ad60f3d0b956d23667fb24', '22')","(1, '1600000000000000000')"
1211,"('0x2238287464bfd7a2dc2b29fe4116365e39aa69c5', '22')","(1, '1000000000000000000')"
1667,"('0x2cced186c0b172443884b0dae52695e847ee010d', '22')","(1, '2537965491622774106')"
1288,"('0x23c4111d6f85de542dd8ad911c7c3cc66e98faa7', '22')","(1, '2000000000000000000')"
1662,"('0x2cccaecc8cde703351c71bfff5f1de246e49d963', '22')","(1, '1127000000000000000')"
1283,"('0x23abad8c65a9a93abcc343892aaf3d6e88b5ccc9', '22')","(1, '1039134652725889458')"
1240,"('0x22c3d7c9ed58ca1cb38e7557e28bd8999f3e66e4', '22')","(1, '475000000000000000')"
1243,"('0x22c85d797f39952af77803f47bf65183ebfeccc0', '22')","(1, '475000000000000000')"
1629,"('0x2c1edd869aed028fe03a0b67cf9664bd14bf681a', '22')","(1, '1447354550000000000')"
1245,"('0x22f6167a22c1765e2e9d124b61d6d723053a7ff1', '22')","(1, '0')"
1630,"('0x2c248a9febc662d77aa4b19f0a7341b70578a282', '22')","(1, '1600000000000000000')"
1654,"('0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5', '22')","(1, '0')"
1250,"('0x2310bfcd86623fe31c6f2c0fe022087a97bb45b7', '22')","(1, '1000000000000000000')"
1256,"('0x2339145825894aaa5c5e53fde3ce27791dda138b', '22')","(1, '475000000000000000')"
1260,"('0x234b26e0750d1e1ef1b5bd993df21d191d512edc', '22')","(0, '0')"
1266,"('0x23523c7ede0e71b55ee7433da1734c710d2d292f', '22')","(1, '0')"
1643,"('0x2c6628d60836ad7ec2271e2ebd9a40adc29f1b6a', '22')","(1, '51746444810000000000')"
1268,"('0x235fb978fce02c0d4f712da59af9ac730ca86372', '22')","(1, '0')"
1269,"('0x23614f922700c4fd49a5586d8fd1d433fedb8920', '22')","(1, '20397363405850000000000')"
1277,"('0x2385202c54197c5a5d007c55311c050adf9a9dc8', '22')","(1, '1040000000000000000')"
1210,"('0x2231bec9c6479e4ce9c6aa5e7b997584523987cf', '22')","(1, '1001000000000000000')"
1624,"('0x2c17c733cefc0e618850b546d9df53cdbfa29725', '22')","(1, '1000000000000000000')"
1297,"('0x23f382ec8386c9e3677a334a03febbab0e9d6ebc', '22')","(1, '1000000000000000000')"
1189,"('0x2146fa841f0c1076c064e14c05ffff6e7ba41865', '22')","(1, '2806046930577920861')"
1138,"('0x1f8a7898d5237ff11ea52d85cc3b633e6be9a939', '22')","(1, '2000000000000000000')"
1708,"('0x2e12b76418dc10a45a372e1537ed85c0b138a342', '22')","(1, '0')"
1707,"('0x2e03c200ff3c64e38460ba5ce3aca0a88d185544', '22')","(1, '0')"
1324,"('0x24758547f2ea320d02b7866eb5f0cdb6e60d38d8', '22')","(1, '0')"
1703,"('0x2da98019cb3495566877c01535b48caf4c2502c5', '22')","(1, '1050000000000000000')"
1152,"('0x1fe6a806e0a9858359e16c58e4f84c790171596b', '22')","(1, '21072939269289992094')"
1610,"('0x2b85b7c68632eb8f27f955d49d6ac5628749dceb', '22')","(1, '1100000000000000000')"
1698,"('0x2d699fdbfb285c835175c9f25a2934ad59deebae', '22')","(1, '1020000000000000000')"
1154,"('0x200383061c58af7378172c44dd1a2f30bbd23a02', '22')","(1, '0')"
1131,"('0x1f63690d46ac591366508eb66ff585f6d0bfc42e', '22')","(1, '10160000000000000000')"
1696,"('0x2d5823e8e8b4dfbf599a97566ff2a121cc141d60', '22')","(1, '250000000000000000')"
1158,"('0x2027085291a27394888acc53785b4179f060e145', '22')","(1, '1100000000000000000')"
1316,"('0x242f20589e3aa594d5014a58501f376861984f65', '22')","(1, '11000000000000000000')"
1692,"('0x2d564fb4dfc50f300fcadb6b2cdf14bd2de1bed8', '22')","(1, '1000000000000000000')"
1691,"('0x2d4f27d56c17df538de16e601bdc44d365d0aab3', '22')","(1, '1500000000000000000')"
788,"('0x16ed466b1202db268d545ee2f7202b68f0fb35d3', '22')","(1, '10000000000000000')"
1307,"('0x24157f65d8f9a045ed6c2ef21745788525f5a7a0', '22')","(1, '10000000000000000')"
1185,"('0x213dfb8fc15b935ab223a99bc1b9099e133f5b07', '22')","(1, '15000000000000000000')"
1302,"('0x24104dce34b090e94e8f710c3d761362290c8eb9', '22')","(1, '475000000000000000')"
1683,"('0x2d44cc4992684256b637f3c63731f1b7cdfa1c19', '22')","(1, '1100000000000000000')"
1612,"('0x2ba1473cb3973c288312a92fb8930bb0af2cae02', '22')","(1, '0')"
1407,"('0x27405ff6790cc2bbbe39f6ee75bc2dc72e56b1a2', '22')","(1, '1000000000000000000')"
1569,"('0x2aa7d888cec91d26e5a6d8dbe7dbe3e79df5b347', '22')","(1, '2112367145200000000')"
1271,"('0x236884bb674067c96fcbcc5dff728141e05be99d', '22')","(1, '24464891715302666000')"
1430,"('0x27a69ffba1e939ddcfecc8c7e0f967b872bac65c', '22')","(1, '2100000000000000000')"
1872,"('0x33231c4171e4d6a864c05b6db61467ec2424efa5', '22')","(1, '0')"
1824,"('0x32203876458a4158f18a2829c78265a1fb56fecc', '22')","(1, '0')"
823,"('0x1775cc97e5c05fde8b571ef75ca52d0a9ff19025', '22')","(1, '100000000000000000')"
858,"('0x1857a43cfe391b69e13011b03fd1d3f6a0f4e7d8', '22')","(1, '500000000000000000')"
1437,"('0x27b0fc6c4a5a0cf213a570097279a5bde61214d2', '22')","(1, '2000000000000000000')"
1865,"('0x32e100b633a70b4f315945f7c18373297f9f8a9f', '22')","(1, '2000000000000000000')"
1827,"('0x323bfe9f384e88111e83f37ed7a854d0cc5f99d7', '22')","(1, '2009999753972077930')"
1515,"('0x2957f4dbb83c99520a3886261ad947f76487f3c9', '22')","(1, '475000000000000000')"
829,"('0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e', '22')","(1, '10000000000000000000')"
1538,"('0x29baeb01efbb06bc988093ffe1b5b231d2f70e20', '22')","(1, '15000000000000000000')"
1443,"('0x27b96c5808e1f6ce132d69b029dff69ff5b71973', '22')","(1, '1000000000000000000')"
1831,"('0x3265ce8629d108a1781e87c7a86e5c43b626368f', '22')","(1, '0')"
919,"('0x1a13c53d516f6e8321e9903f224861e74bbd7aa0', '22')","(1, '600400000000000000000000')"
838,"('0x17dfd18987b6b131686fea478600b75d11193335', '22')","(1, '403100000000000003200')"
1835,"('0x3266424c9bee709ef24965b0ddfdc504cb382a2a', '22')","(1, '1000000000000000000')"
1478,"('0x2900a1701bc7398a4203cc4f331138b75ce86c5d', '22')","(1, '1000000000000000000')"
1458,"('0x285ab8b73531a59bcb01b7f2028a66aa377e697b', '22')","(1, '6746003073007802085')"
886,"('0x191ac84067db87283a1864e1c606e9d51c32f511', '22')","(1, '0')"
1453,"('0x285179ee774a014d78f6efe660ef228de9b86bf1', '22')","(1, '475000000000000000')"
1463,"('0x288492d9b0295882c211b1633d0d48313d3466e1', '22')","(1, '0')"
854,"('0x1824befc17aedbc57991c9d7c7fee1bf18ccce63', '22')","(1, '547549629500000000')"
1851,"('0x329a8ddfed3de5172b984053d4d7f64f2e2189dc', '22')","(1, '0')"
1818,"('0x320ad99a5de48648ecc9d423f565c01ab1e5c1b7', '22')","(1, '475000000000000000')"
1528,"('0x29a2582d8af312910219b8a3398eceea2073b26e', '22')","(1, '1576600000000000')"
895,"('0x197faedea4a4a79332a9f9b4f9430c0f49e5edd5', '22')","(1, '10000000000000000')"
1452,"('0x2845804991115764ea23a5710924e303e97afde4', '22')","(1, '0')"
1408,"('0x2744a205b3a599508295e53d0290b949104d57f4', '22')","(1, '0')"
842,"('0x17ea0fef3a81eb47fb7087b1c18ac3d4b694511c', '22')","(1, '1211000000000000000')"
1465,"('0x289c44ab3f461127af1f04fc80f8b54fc3ff7316', '22')","(1, '10537901318273446718')"
1858,"('0x32b8b761c038b030a402ab7d5536b4cdda6dba9f', '22')","(1, '3501375742364656678578766')"
845,"('0x17ebee050c312567ad0038c0a703779401cb0fe0', '22')","(0, '1011734045245434047')"
1543,"('0x29d26dbb9915a8a6687db8933d6276c930e3d126', '22')","(1, '2200000000000000000')"
927,"('0x1a5da809b313ee593b3bba6b063f747e2288acb6', '22')","(1, '1100000000000000000')"
810,"('0x17406460563f304f8fbfc878d9ea01f36b6f977b', '22')","(1, '1000000000000000000')"
969,"('0x1b36b983d9858d6bd253fbbe642a93de68b7ca7f', '22')","(1, '1179171202798698548')"
1557,"('0x2a2c64a7f3357231acc1ca5cb9b59d67215a8ad3', '22')","(1, '1000000000000000000')"
1885,"('0x335d2d954cec61cb4673780300d890340a29dd99', '22')","(1, '1000000000000000000')"
790,"('0x16f7e1cba7fa711e64ef2d3776231d6a88af6cd6', '22')","(1, '0')"
1552,"('0x29f80426f1acbdcb2cae32c413207d6eed5078ad', '22')","(1, '475000000000000000')"
967,"('0x1b1e7f3813b479688a54e0be7caa6b54becf465e', '22')","(1, '0')"
1414,"('0x274fc04a6a4c6504f692b94bdb089c7ab2106dfd', '22')","(1, '5320000000000000000')"
962,"('0x1ae7b21be90f972b2c97e0a0eb80136b5ae0a4b9', '22')","(1, '10000000000000000')"
