,voters.id,proposalID.id,support,single_vote
84,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,100,2,1
85,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,101,1,1
86,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,103,1,1
87,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,104,1,1
88,0x04ba88309915d0210666790b9e9c9cb400235e3a,26,1,0
89,0x0d60943d3c4248d33ab1474db126b9573d911d31,26,1,0
90,0x110a924d724f4bffc8b0ec7ae416565365e7ab34,26,1,0
91,0x1254958bd5073c6b238e516298f0c48f6f60a78e,16,1,1
92,0x1254958bd5073c6b238e516298f0c48f6f60a78e,2,1,1
93,0x1254958bd5073c6b238e516298f0c48f6f60a78e,52,1,1
94,0x1254958bd5073c6b238e516298f0c48f6f60a78e,4,1,1
95,0x1254958bd5073c6b238e516298f0c48f6f60a78e,5,1,1
96,0x1254958bd5073c6b238e516298f0c48f6f60a78e,6,1,1
97,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,17,1,1
98,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,18,1,2
99,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,20,1,2
100,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,21,0,2
101,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,22,1,2
102,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,23,1,2
103,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,26,1,2
104,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,29,1,2
105,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,33,1,2
106,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,34,1,2
107,0x14dfdd3613054ddb14af2fa51c8a75e17dade764,35,1,2
108,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,17,1,1
109,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,19,1,1
110,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,21,1,1
111,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,22,1,1
112,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,29,1,1
113,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,31,1,1
114,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,32,1,1
115,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,33,1,1
116,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,34,1,1
117,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,38,1,1
118,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,49,1,1
119,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,52,1,1
120,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,64,1,1
121,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,67,1,1
122,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,6,1,1
123,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,7,1,1
124,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,11,1,1
125,0x17beaa158e68ff9225b4c85151831c7a0d8f258d,13,1,1
126,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,36,1,1
127,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,39,1,1
128,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,44,0,1
129,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,46,2,1
130,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,61,1,1
131,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,65,1,1
132,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,73,1,1
133,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,74,1,1
134,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,75,1,1
135,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,81,1,1
136,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,85,1,1
137,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,87,1,1
138,0x17cd072cbd45031efc21da538c783e0ed3b25dcc,95,1,1
139,0x1977c4b06a76c160eff920c67fbc0635124364c8,38,1,1
140,0x1977c4b06a76c160eff920c67fbc0635124364c8,40,1,1
141,0x1977c4b06a76c160eff920c67fbc0635124364c8,42,1,1
142,0x1977c4b06a76c160eff920c67fbc0635124364c8,43,1,1
143,0x1977c4b06a76c160eff920c67fbc0635124364c8,44,1,1
144,0x1977c4b06a76c160eff920c67fbc0635124364c8,47,1,1
145,0x1977c4b06a76c160eff920c67fbc0635124364c8,51,1,1
146,0x1977c4b06a76c160eff920c67fbc0635124364c8,53,1,1
147,0x1984edf70973e1389548f21cd0dcb15b408240c9,44,1,0
148,0x1984edf70973e1389548f21cd0dcb15b408240c9,47,1,1
149,0x1984edf70973e1389548f21cd0dcb15b408240c9,68,1,1
150,0x1bde33dbc5c2ac7109c4a7ecf0d0a0a6cd6f57cc,95,1,1
151,0x1bde33dbc5c2ac7109c4a7ecf0d0a0a6cd6f57cc,99,1,1
152,0x1e32a859d69dde58d03820f8f138c99b688d132f,53,1,1
153,0x1e341aa44c293d95d13d778492d417d1be4e63d5,67,1,1
154,0x1e341aa44c293d95d13d778492d417d1be4e63d5,70,1,1
155,0x1e341aa44c293d95d13d778492d417d1be4e63d5,85,1,1
156,0x1e341aa44c293d95d13d778492d417d1be4e63d5,87,1,1
157,0x1e341aa44c293d95d13d778492d417d1be4e63d5,91,1,1
158,0x1e341aa44c293d95d13d778492d417d1be4e63d5,92,1,1
159,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,100,0,1
160,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,101,1,1
161,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,103,1,1
162,0x203cc9b81c53fd649bd575e0e19925dd1a2a54da,104,1,1
163,0x22a8d48de82c0ad16318b43a43aa92f13b3a43e9,82,1,0
164,0x231a07c825f052b895de5fd1513ce40d18e14af5,95,1,3
165,0x24d7a9daf84a3f30b279b931a732f58c4eb0e52b,38,1,1
166,0x2536c09e5f5691498805884fa37811be3b2bddb4,1,1,1
167,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,16,1,9
168,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,1,1,2
169,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,17,1,10
170,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,18,1,10
171,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,19,1,11
172,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,20,1,11
173,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,21,2,11
174,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,22,1,11
175,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,23,1,12
176,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,24,0,12
177,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,25,1,12
178,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,26,1,12
179,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,27,1,13
180,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,28,1,13
181,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,29,1,15
182,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,30,1,15
183,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,31,1,16
184,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,32,1,16
185,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,2,1,2
186,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,33,1,17
187,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,34,1,17
188,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,36,1,18
189,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,37,1,18
190,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,38,1,19
191,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,39,1,19
192,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,40,1,21
193,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,42,1,21
194,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,43,1,22
195,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,44,1,23
196,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,45,1,23
197,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,46,1,24
198,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,48,1,24
199,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,3,1,3
200,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,49,2,25
201,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,52,2,25
202,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,53,1,25
203,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,57,1,26
204,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,58,1,26
205,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,59,0,26
206,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,60,1,25
207,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,61,1,25
208,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,62,1,25
209,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,63,1,26
210,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,64,1,26
211,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,4,1,3
212,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,65,1,26
213,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,67,1,26
214,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,68,1,26
215,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,69,1,26
216,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,71,1,27
217,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,72,2,27
218,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,73,1,28
219,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,75,1,28
220,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,77,1,28
221,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,78,2,29
222,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,5,1,5
223,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,81,0,29
224,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,82,1,29
225,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,83,1,29
226,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,85,1,30
227,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,87,1,29
228,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,89,0,29
229,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,90,1,30
230,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,91,1,30
231,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,92,1,30
232,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,93,0,30
233,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,95,1,30
234,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,6,1,5
235,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,97,1,31
236,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,8,1,6
237,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,9,1,6
238,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,10,1,7
239,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,11,1,7
240,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,12,1,7
241,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,14,1,8
242,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5,15,1,9
243,0x2c6941d2174212656a512c7ab9e86e16ceaa6359,43,1,0
244,0x2c6941d2174212656a512c7ab9e86e16ceaa6359,55,0,1
245,0x2e5ccffbae934a9cb7e061fca7af01946e4e550e,9,1,1
246,0x2e5ccffbae934a9cb7e061fca7af01946e4e550e,10,1,1
247,0x2e5ccffbae934a9cb7e061fca7af01946e4e550e,12,1,1
248,0x2ef24ddbb0551f71e270eba4da94fe72f98c178a,26,1,0
249,0x2f8334822c7362f3d80fe731d3962d582d25bf5b,73,1,1
250,0x2f8334822c7362f3d80fe731d3962d582d25bf5b,74,2,1
251,0x2f8334822c7362f3d80fe731d3962d582d25bf5b,75,1,1
252,0x2f8334822c7362f3d80fe731d3962d582d25bf5b,77,1,1
253,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,30,0,1
254,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,33,0,1
255,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,35,1,1
256,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,37,1,1
257,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,40,1,1
258,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,41,1,1
259,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,42,1,1
260,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,44,2,1
261,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,45,1,1
262,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,46,1,1
263,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,47,2,1
264,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,48,1,1
265,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,49,0,1
266,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,51,1,1
267,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,52,0,1
268,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,54,1,1
269,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,55,0,1
270,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,56,2,1
271,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,57,2,1
272,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,58,1,1
273,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,59,0,1
274,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,60,1,1
275,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,61,1,1
276,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,62,1,1
277,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,63,2,1
278,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,64,1,1
279,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,65,1,1
280,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,67,1,1
281,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,68,1,1
282,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,69,1,1
283,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,70,1,1
284,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,72,2,1
285,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,77,1,1
286,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,82,0,1
287,0x32d1a53f6709a03f4b6cf4cb0501204ba188d4f5,83,1,1
288,0x33daf8e90cd1f214cc25a1865649e847254f2ece,45,1,1
289,0x33daf8e90cd1f214cc25a1865649e847254f2ece,95,1,1
290,0x33daf8e90cd1f214cc25a1865649e847254f2ece,6,1,1
291,0x33daf8e90cd1f214cc25a1865649e847254f2ece,99,1,1
292,0x33daf8e90cd1f214cc25a1865649e847254f2ece,100,1,1
293,0x33daf8e90cd1f214cc25a1865649e847254f2ece,101,1,1
294,0x33daf8e90cd1f214cc25a1865649e847254f2ece,102,1,1
295,0x33daf8e90cd1f214cc25a1865649e847254f2ece,103,1,1
296,0x33daf8e90cd1f214cc25a1865649e847254f2ece,104,1,1
297,0x33daf8e90cd1f214cc25a1865649e847254f2ece,9,1,1
298,0x33daf8e90cd1f214cc25a1865649e847254f2ece,11,1,1
299,0x33daf8e90cd1f214cc25a1865649e847254f2ece,12,1,1
300,0x33daf8e90cd1f214cc25a1865649e847254f2ece,13,1,1
301,0x347b43a9f6e5ef282c93005308b4bc45b79f5e61,89,0,1
302,0x347b43a9f6e5ef282c93005308b4bc45b79f5e61,90,1,1
303,0x347b43a9f6e5ef282c93005308b4bc45b79f5e61,91,1,1
304,0x347b43a9f6e5ef282c93005308b4bc45b79f5e61,94,0,1
305,0x347b43a9f6e5ef282c93005308b4bc45b79f5e61,95,1,1
306,0x3496f3600070cc01d9665d1057f6f39afc0fe149,83,2,2
307,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,47,1,1
308,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,51,1,1
309,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,52,1,1
310,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,53,1,1
311,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,54,1,1
312,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,55,2,1
313,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,56,1,1
314,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,61,1,1
315,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,62,1,1
316,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,72,1,1
317,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,73,1,1
318,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,75,1,1
319,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,77,1,1
320,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,82,1,1
321,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,83,1,1
322,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,84,1,1
323,0x353224270c2c9a7ecce7d8dba98a61587da6f50a,87,1,1
324,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,17,1,1
325,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,18,1,1
326,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,29,1,1
327,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,30,1,1
328,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,33,1,1
329,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,61,1,1
330,0x3612b2e93b49f6c797066ca8c38b7f522b32c7cb,14,1,1
331,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,33,1,1
332,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,42,1,1
333,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,67,1,1
334,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,69,1,1
335,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,75,1,1
336,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,78,0,1
337,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,81,0,1
338,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,82,1,1
339,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,90,1,1
340,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,91,1,1
341,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,92,1,1
342,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,99,1,1
343,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,100,1,1
344,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,102,1,2
345,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,103,1,2
346,0x36a5bc205df1ed65c86301022cfc343a6ce546ff,105,1,2
347,0x387a161c6b25aa854100abaed39274e51aaffffd,51,2,1
348,0x387a161c6b25aa854100abaed39274e51aaffffd,52,1,1
349,0x387a161c6b25aa854100abaed39274e51aaffffd,53,1,1
350,0x387a161c6b25aa854100abaed39274e51aaffffd,56,1,1
351,0x387a161c6b25aa854100abaed39274e51aaffffd,57,1,1
352,0x387a161c6b25aa854100abaed39274e51aaffffd,61,1,1
353,0x387a161c6b25aa854100abaed39274e51aaffffd,62,1,1
354,0x387a161c6b25aa854100abaed39274e51aaffffd,63,1,1
355,0x387a161c6b25aa854100abaed39274e51aaffffd,64,1,1
356,0x387a161c6b25aa854100abaed39274e51aaffffd,65,1,1
357,0x387a161c6b25aa854100abaed39274e51aaffffd,67,1,1
358,0x387a161c6b25aa854100abaed39274e51aaffffd,68,1,1
359,0x387a161c6b25aa854100abaed39274e51aaffffd,69,1,1
360,0x387a161c6b25aa854100abaed39274e51aaffffd,70,1,1
361,0x387a161c6b25aa854100abaed39274e51aaffffd,71,1,1
362,0x387a161c6b25aa854100abaed39274e51aaffffd,72,1,1
363,0x387a161c6b25aa854100abaed39274e51aaffffd,75,1,1
364,0x387a161c6b25aa854100abaed39274e51aaffffd,81,0,1
365,0x387a161c6b25aa854100abaed39274e51aaffffd,82,1,1
366,0x387a161c6b25aa854100abaed39274e51aaffffd,83,1,1
367,0x387a161c6b25aa854100abaed39274e51aaffffd,84,1,1
368,0x387a161c6b25aa854100abaed39274e51aaffffd,85,1,1
369,0x3d209a7ddebd2ac83b5e6681d997bdf04d1b9b6b,103,1,1
370,0x3d209a7ddebd2ac83b5e6681d997bdf04d1b9b6b,105,1,1
371,0x3dbdf1a202d21aac3309d91dacfcef84b8873f7a,19,1,1
372,0x3dbdf1a202d21aac3309d91dacfcef84b8873f7a,21,1,1
373,0x3dbdf1a202d21aac3309d91dacfcef84b8873f7a,22,0,1
374,0x3dbdf1a202d21aac3309d91dacfcef84b8873f7a,23,1,1
375,0x3f58588b59da010031dd8a355dcd7de229663ebf,51,1,1
376,0x3f58588b59da010031dd8a355dcd7de229663ebf,52,1,1
377,0x3f58588b59da010031dd8a355dcd7de229663ebf,53,1,1
378,0x3f58588b59da010031dd8a355dcd7de229663ebf,55,1,1
379,0x3f58588b59da010031dd8a355dcd7de229663ebf,60,1,1
380,0x41f283465224c01b64bb14c86bceab80ae79fc95,25,1,0
